"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
4,2,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,5,2,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,3,4,4,4,1,3,3,6,4,3,6,2,6,6,6,6,5.17682685646703,5.5404311919271,4.88394656904184,3.25452724944915,8.30763510831008,0.984055959785208,6,6,6,7,7,4,5,5,5,4,6,6,6,6,5,6,6,6,6,6,5,4,4,3,4,3,4,4,6,1,5,6,5,6,5,5,6,6,3,3,3,3,3,"3","3",NA,"3",NA,NA,"3",NA,"3",NA,NA,NA,"3"
4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,4,4,4,4,4,3,5,5,4,4,5,5,3.42205619698939,2,3,4,4,4,4,4,4,4,4,4,3,5,4,4,4,2,1,1,1,4,5,5,4,4,3,5,4,3,1,2,1,2,1,1,7,3,2,1,7,5,7,5,7,5,4,4,1,7,4,4,7,6,6,6,7,4,4,4,4,1,1,4,5,2,5,2,7,2,7,2,2,2,3,1,1,1,1,"3","3","3","2","3","1","2","1","3","3","1","3","2"
5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,5,5,5,5,3,5,5,4,3,4,4,4,5,5,4,4,4,4,4,5,2,4,4,4,4,5,1,4,2,5,2,4,3,4,4,3,3,1,1,1,1,1,6,6,1,1,0.823540951275337,5.21668084185795,4.73415569106767,4.69384214368294,4.41435391227116,7.67863874975728,7,-5.56084420735407,7,1,1,5,2,4,3,6,2,2,4,5,6,6,5,6,6,6,4,4,4,4,4,2,2,2,5,5,5,3,5,3,5,3,4,3,1,1,2,1,3,"3",NA,"3","3",NA,NA,"3","3","1",NA,NA,"3",NA
3,3,4,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,5,3,3,3,3,3,2,2,3,4,2,2,3,1,3,1,4,1,4,3,1,3,3,4,3,1,2,1,3,2,1,1,2,0.0108032643022638,2.67515666852424,2.83582293587173,4.36399076918747,1.43401409294686,6.39737780221365,7,5.14837724258025,7,1,1,4,5,4,4,4,4,4,3,6,4,6,4,5,5,5,4,3,4,4,3,4,3,4,3,4,5,5,5,5,5,5,4,5,4,1,4,2,1,"2","2","3","3","3","3","3","3","1","3","2","3","2"
4,5,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,5,4,5,5,4,3,5,5,5,5,3,4,2,3,4,4,2,4,3,5,2,5,5,2,5,3,1,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,5,5,4,7,4,2,4,3,3,7,5,3,7,4,7,4,4,4,3,1,2,1,5,1,1,1,7,5,5,6,7,1,2,3,2,3,2,"3","2","3","3","2","1","3","3","3","2","3","3","3"
4,4,3,4,5,5,3,5,5,5,5,5,1,3,5,4,4,5,5,3,4,5,5,4,4,3,5,5,5,5,3,2,4,4,4,4,4,4,4,4,4,1,3,3,5,3,4,5,4,1,1,2,7,1,6,1,1,6,2,7,7,7,7,5,1,7,3,7,3.95466947828552,7,1,1,3,4,5,4,4,4,2,5,5,5,4,5,4,3,3,5,4,4,3,3,2,2,2,2,3,4,5,4,5,4,4,4,4,1,3,2,1,2,"3","3","3","3",NA,"3","3","3","3","2","3","3","1"
4,5,5,5,4,4,3,4,4,5,4,5,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,5,3,4,4,4,2,4,3,3,1,1,1,1,1,3,1,5,3,3,1,3,6.80686546380356,-2.16810931061538,1.64506227299844,3.56285282835259,1.71098302405905,7.12706569985302,7,4,4,1,1,3,2,3,3,6,5,3,5,5,4,5,5,3,4,5,5,4,4,4,4,2,2,2,3,2,5,6,5,5,7,3,5,2,3,2,2,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,5,5,5,5,5,2,4,4,3,5,4,4,5,5,1,3,4,5,4,5,5,4,2,5,4,4,5,4,4,4,5,5,3,5,4,5,5,5,5,2,1,3,3,4,2,4,5,1,2,1,1,1,1,1,5,4,6,1,1,1,1.00255474602037,3.28869249696993,0.0492322567641106,1.2528383551002,2.91091420410766,1.40118786414624,6.3822107024368,8.74049094836035,5,1,1,3,1,5,5,5,3,1,4,2,5,6,6,5,3,6,5,1,2,5,3,2,2,2,1,4,6,7,6,6,4,3,3,2,1,2,1,1,1,"3","3","3","3","3","3","3","3","1","2","3","3","1"
5,5,4,5,2,5,3,4,5,5,4,5,5,3,3,4,4,4,5,4,3,5,5,5,3,2,5,5,4,5,1,3,5,5,4,5,5,5,5,5,4,1,4,4,5,4,1,4,4,1,1,1,5,1,7,1,4,7,7,4,4,8.58312619861892,3.53317590677273,3.05123244477483,1.84995767859427,1.18786083547209,10.0946061591086,6.12330087122719,5.47518497995044,7,1,1,1,5,5,3,2,4,1,3,6,3,5,5,6,6,4,3,4,4,4,3,2,4,4,1,2,5,7,6,6,3,3,1,1,4,1,1,1,1,"3","2","3","3","2","2","3","3","1","2","3","3","1"
2,4,2,4,3,5,4,4,3,4,4,5,5,4,3,3,5,5,3,2,5,2,4,2.4485156076355,4,2,4,5,4,5,3,2,5,4,3,2,1,3,3,5,2,1,4,1,5,1,3,3,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,5,3,7,6,1,-4.11752065063428,4,1,1,4,5,6,3,5,5,3,4,6,4,6,5,6,6,4,4,2,2,4,3,2,4,3,3,4,3,5,5,5,5,5,5,5,3,2,3,3,3,"3",NA,NA,"2","2","2","3","3","1",NA,NA,"3","2"
4,5,5,2,5,5,4,5,5,4,2,4,2,2,5,5,2,4,4,2,5,4,4,1,5,2,4,5,5,5,2,4,4,5,5,4,4,5,5,5,1,4,4,2,5,4,2,4,4,1,1,1,6,1,2,2,3,7,1,5,5,2,6,1,6,7,5,7,6,6,1,1,5,2,7,6,6,3,3,2,3,5,7,5,2,6,2,3,4,4,5,4,4,1,2,7,2,6,5,7,6,5,3,7,1,3,4,3,1,3,"3","3","3","3","3","3","3","3","3","3","3","3","1"
1,4,4,5,5,2,3,5,3,1,2,5,4,3,5,2,3,4,5,5,5,3,5,5,5,3,5,5,5,3,2,5,5,4,3,3,3,5,3,5,4,0.788766644135448,3,2,5,1,2,5,3,1,1,1,1,1,1,6,1,5,1,1,1,8.31723238817621,1.63893345991428,2.60629550692074,0.099545195758288,3.66414338525796,1.72342574616142,7,5.79759655412335,1,1,1,5,6,5,6,6,4,5,5,4,2,1,2,2,2,4,4,3,4,2,4,4,3,4,4,2,6,5,1,4,4,2,5,5,4,1,3,2,2,"3",NA,"3","3","3","3","3","3",NA,"3","3","3","1"
2,4,3,3,3,4,1,1,3,2,2,3,5,4,5,3,4,3,3,2,4,4,4,3,2,3,2,2,2,4,3,4,4,4,4,3,1,4,4,4,4,1,4,1,5,1,2,2,4,2,2,2,2,3,2,2,2,5,5,6,3,2.42303919510135,6.32253359116001,-3.85654158583829,6.87794117023831,8.20170088333129,5.86847254224338,5,3,3,1,1,2,3,6,4,7,6,6,4,2,2,6,3,3,4,2,6,4,3,4,3,4,3,2,2,5,3,6,2,3,4,5,3,3,3,2,1,3,2,"1","2","2","1","1","1","1","2","1","1","1","1","1"
5,5,5,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,5,4,4,5,5,4,4,5,4,3,4,5,4,5,4,4,5,4,3,4,3,4,3,5,3,1,5,4,1,1,1,4,6,4,5,6,6,5,4,5,4.62130254450162,7.02182490798203,3.36699635217327,5.69217376657515,5.96218344580638,7.05038077017566,7,1.05241288087156,4,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,5,4,4,5,5,3,5,5,3,2,2,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","2"
4,1,4,3,2,4,4,2,3,2,4,3,5,5,3,2,4,5,1,2,4,3,4,3,2,3,4,3,2,3,1,2,2,3,3,1,4,2,2,5,4,1,2,1,4,2,1,2,5,4,4,4,1,1,1,5,1,1,1,1,1,3,4,1,5,5,5,4,1,1,1,1,5,4,4,5,5,5,4,4,4,5,5,5,4,4,5,4,3,3,2,3,3,2,3,5,4,4,5,4,4,3,5,3,5,2,2,2,2,2,"3","2","2","3","2","3","2","3","2","2","2","2","2"
4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,5,3,4,3,5,4,4,4,4,3,4,4,4,5,4,4,3,4,2,2,3,4,2,3,3,2,3,2,3,3,2,3,4,1,1,1,2,2,2,4,2,4,2,4,4,3.57249613539595,5.47684032544863,2.09980615897922,7.75231774121917,4.06760416592671,5.54760693660942,4,6.42681657963761,2,1,1,2,2,4,2,4,2,3,3,6,5,5,5,6,5,4,6,3,3,4,2,4,3,4,2,6,4,7,4,4,4,4,3,6,3,2,3,2,2,"1",NA,"3","3",NA,"3","3","3","1","2","3","3","1"
5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,4,5,5,5,5,4,4,5,2,5,5,4,5,4,5,4,3,5,3,4,5,5,5,4,1,4,1,5,1,2,4,2,1,1,1,1,1,1,3,6,6,1,1,5,7,7,1,1,7,5,8.5799024776074,9.91838113151725,1,1,1,6,5,6,4,5,5,3,5,6,4,7,5,6,4,2,6,3,3,2,3,2,2,2,1,2,2,6,5,6,4,6,6,6,4,1,4,1,3,"3","3","3",NA,"3","3","3","3","1","3","2","3","1"
4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,3,2,4,3,4,3,2,4,4,2,2,3,2,2,2,5,5,5,5,6,2,2,2,2,2,6,2,5,5,3,1,1,3,3,4,1,5,3,2,3,4,5,6,5,6,5,6,5,2,3,3,3,3,3,3,2,2,2,5,2,5,4,3,2,5,3,2,3,2,2,"3","2","3","2","3","3","3","3","1","3","3","3","1"
4,1,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,2,3,3,2,3,4,4,3,4,1,3,1,4,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,4,2,2,6,2,1,1,4,3,4,3,4,3,4,4,5,5,5,5,5,5,4,5,2,3,4,2,4,3,3,3,5,2,6,2,2,2,4,3,6,2,3,3,2,2,"3","3","3","3","2","3","3","3","1",NA,"3","3","3"
2,5,5,4,4,3,4,5,4,3,3,4,4,3,4,3,4,4,5,4,5,2,4,4,4,4,4,5,5,4,4,4,4,4,4,2,4,4,3,4,3,2,4,2,4,3,3,3,2,2,1,2,1,1,1,4,1,6,1,1,1,1,1,1,1,6,7,5.12620627788258,1.34207679091919,4,1,1,4,2,5,1,4,4,2,4,6,4,7,5,7,6,3,7,3,4,4,4,3,2,3,3,2,4,5,5,6,7,5,6,2,2,3,2,2,3,NA,"3","3","3","3","3","3","3","1","3","3","3","3"
4,3,5,4,5,5,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,5,5,5,4,4,2,5,4,4,4,5,5,4,3,2,4,3,5,3,5,3,4,2,1,2,4,2,2,2,2,5,3,2,3,6,2,4,2,6,2,4,6,2,1,1,2,2,3,2,6,3,5,6,6,6,6,6,6,6,6,6,4,4,4,4,1,1,1,4,1,5,5,2,6,6,3,6,6,2,3,2,3,3,"3","3","3","3","3","3","3","3","3","3","3","3","1"
4,5,4,4,4,4,3,4,3,4,5,4,4,4,5,4,4,5,5,3,4,5,4,3,5,2,4,4,5,4,2,4,4,4,4,4,2,4,4,5,4,3,4,3,5,2,4,4,3,5,4,4,7,7,3,5,5,3,7,7,5,5.79290997074654,1.61541241882219,2.75713054743527,3.09458771371361,2.41206260370261,6.09051090909392,7,-1.88012213328187,5,1,1,3,3,4,3,3,4,2,3,4,4,5,5,4,5,3,5,4,4,4,4,2,2,4,5,2,5,5,6,5,5,3,6,5,3,2,3,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,4,2,3,2,5,3,5,2,3,5,3,5,2,2,3,4,1,1,1,2,1,2,2,5,1,2,1,1,1,1,2,1,7,2,1,1,2,1,1,2,2,3,1,7,1,1,2,7,7,7,7,7,6,7,7,4,4,4,4,2,2,2,2,3,3,4,6,6,6,7,5,3,2,3,2,3,3,"3","3","3","3","3","3","3","3","1","2","3","3","1"
5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3.31402973041347,4,4,4,3,4,4,4,3,3,4,4,3,3,3,1,4,2,4,2,2,3,3,2,2,2,5,1,5,1,1,5,1,1,1,1.23932915476783,0.0377006324232263,4.88739226223761,3.10038831704846,2.6256804811376,4.97071452215398,1,-1.70004001749871,2,1,1,4,3,4,3,5,3,5,4,4,5,4,4,5,5,5,5,4,4,4,4,2,2,2,3,2,3,3,5,6,5,3,5,5,3,2,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
3,5,4,3,4,3,4,4,3.9564549431557,3,3,4,3,2,3,3,2,4,4,5,5,4,4,2,2,4,4,3,4,3,3,4,2,4,4,4,4,5,2,4,4,3,4,2,4,1,5,5,2,3,2,2,3,1,5,1,6,5,3,1,4,3,1,1,1.10444900914426,5,4,6,9.71129139873496,4,1,1,5,3,4,3,6,5,4,5,4,3,4,2,4,4,5,6,4,4,4,4,3,3,2,4,2,6,5,5,4,5,1,5,3,3,2,3,2,3,"3",NA,"3","3",NA,"2","3","3","1","3","2","3","1"
4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,2,2,4,4,4,2,3,2,2,5,4,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,6,1,1,4,6,5,5,4,5,5,5,5,5,5,6,5,6,5,5,4,4,4,3,3,4,2,5,5,5,5,3,5,5,3,5,5,3,3,3,3,3,"1","3","2","3","3","3","3","3","3","3","3","3","3"
4,5,3,4,4,4,3,4,3,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,5,3,4,3,4,4,3,5,4,1,3,4,4,1,2,4,4,4,4,4,5,1,2,5,5,7,5,7,5,3.35752266051377,3.02520182438369,5.96130036330606,6.34882763178663,7.60191101390393,10.0331775962584,7,5.03442177220256,7,1,1,2,1,3,4,1,1,5,1,3,2,3,4,5,4,2,3,2,4,4,3,3,4,2,5,3,4,3,6,1,4,5,4,2,4,3,2,3,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
5,5,4,5,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,5,4,5,5,4,4,3,4,4,4,4,5,3,4,3,1,5,2,5,2,2,3,5,2,2,1,1,1,5,5,4,6,2,1,1,5,1,5,6,7,5,5,1,2,1,1,5,3,4,4,4,4,6,3,5,5,5,5,5,5,5,5,4,4,4,4,1,2,2,3,2,5,3,4,4,6,1,6,5,3,2,3,2,2,"3","3","3","3","3","3","3","3","3","2","3","3","3"
4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,5,3,4,4,4,4,5,4,5,4,4,5,4,4,3,4,5,3,4,5,4,5,4,2,4,4,5,4,3,4,4,2,2,2,3,2,4,4,5,5,3,4,4,3,3,4,4,6,5,7,3.8676837497525,4,1,1,4,3,4,4,5,3,3,3,5,5,5,5,5,4,5,5,3,4,4,3,2,2,2,4,3,4,3,5,4,4,4,5,3,3,2,2,2,2,"3","1","3","3","2","2","3","3","3","3","3","3","1"
5,5,5,4,5,5,3,4,4,4,5,4,4,4,5,3,3,4,5,4,5,5,5,3,5,4,4,4,5,4,3,4,3,4,4,3,4,5,4,4,3,1,4,3,4,3,3,4,4,1,1,1,5,1,3,3,4,5,5,4,4,3,4,2,4,6,4,7,7.12029630431041,6,1,1,4,3,4,2,4,4,3,4,4,5,5,5,4,5,4,5,3,4,4,3,3,3,3,1,4,2,5,3,3,3,5,3,5,3,1,3,1,1,"3","3","3","3","3","3","3","3","1","3","3","3","1"
3,5,4,3,4,3,4,5,4,3,4,4,4,3,4,4,5,3,4,4,4,4,4,3,4,3,5,4,4,5,3,3,1,3,3,2,2,5,2,3,3,1,3,1,3,1,2,2,4,3,2,3,1,1,1,1,1,1,1,1,1,5,1,1,2,5,1,1,4.67612150443509,1,1,1,3,5,4,4,4,4,3,4,6,6,4,7,6,5,4,5,2,4,3,3,2,2,2,1,3,3,7,5,7,5,6,3,6,3,1,3,1,1,"3","2","3","3","2","3","3","3","1","2","3","3","2"
5,5,4,5,4,4,4,4,3,3,5,4,5,4,4,4,5,4,5,4,5,5,5,4,4,2,4,5,4,5,4,4,5,2,4,4,5,4,4,5,3,1,3,3,4,2,4,3,5,1,2,1,5,2,5,4,4,2,4,5,4,4,5,4,6,4,6,3,5,6,1,1,3,2,3,3,2,3,2,2,5,6,6,5,6,4,5,6,4,4,5,4,1,1,2,2,2,3,6,4,6,5,5,4,5,3,2,2,3,2,"3","3","3","3","3","3","3","3","1","2","3","3","3"
2,4,2,3,3,4,4,3,4,2,4,3,3,5,4,2,3,4,3,4,2,2,3,4,4,2,4,3,3,3,1,3,3,3,3,1,2,4,2,4,3,1,4,1,4,2,1,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,6,5,4,4,5,4,3,2,4,3,2,4,2,5,3,3,2,3,3,3,3,2,2,3,4,4,5,4,3,4,6,3,2,3,2,2,"2","2","2","2","2","2","2","2","2","2","2","2","2"
3,5,4,3,4,3,3,3,5,3,3,4,3,3,4,3,2,5,4,3,4,4,4,3,3,3,4,4,3,4,3,4,2,4,4,2,4,5,5,5,2,4,3,2,4,2,3,3,3,3,3,3,1,1,2,4,7,6,2,7,3,2,2,1,1,6,2,7,6.02462772777403,5,1,1,4,4,5,4,5,4,4,4,5,5,5,4,5,4,3,4,3,3,4,3,3,4,4,4,5,3,5,3,5,4,5,4,6,3,2,3,2,3,"3","2","1","3","2","2","3","3","1","2","2","3","1"
3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,3,4,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,4,1,3,2,3,2,4,3,4,2,2,2,1,1,2,4,4,3,3,4,1,1,4,1,4,4,5,6,4,4,1,1,3,4,3,5,5,3,3,4,4,4,3,4,5,4,4,5,2,2,4,2,3,3,3,4,5,4,4,4,3,2,5,2,5,4,1,3,2,2,"3","3","3","3","2","2","3","3","1","2",NA,"3","2"
3,4,4,4,3,2,1,4,3,5,4,4,4,3,2,1,2,3,4,3,4,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,2,4,2,4,3,1,4,1,4,1,2,5,4,1,2,2,4,1,3,1,4,2,2,1,1,1,1,2,1,2,3,7,5.89908621714462,1,1,1,4,1,4,4,4,4,4,2,1,4,1,4,2,4,1,4,4,3,2,3,4,2,3,4,1,4,4,4,4,5,6,3,7,3,1,3,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","2"
4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,3,5,4,4,4,4,3,4,5,4,4,4,4,4,5,4,3,4,4,4,4,4,2,4,3,4,3,3,3,4,2,2,2,7,7,5,5,4,6,5,7,7,5,4.39005240240937,4,5,5,5,6,2.50534889366692,5,1,1,4,3,4,5,4,4,4,5,3,4,4,4,5,4,3,5,3,4,4,4,2,2,3,2,2,4,3,4,4,5,5,4,3,3,2,2,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,2,4,2,4,2,4,2,4,1,2,2,2,2,2,4,4,2,2,3,3,1,3,3,3,5,3,7,5,3,3,3,5,5,3,5,3,3,1,1,5,3,3,5,5,5,3,3,3,5,5,5,5,5,5,5,2,2,4,2,4,4,2,2,4,3,3,5,3,3,4,3,5,3,2,3,2,2,"3","3","3","3","3","3","3","3",NA,"3","3","3","1"
3,3,4,3.25699027706347,3.76404716295332,4,3,4,3.58909549394098,3,3,4,3,3,2.0134790131193,3,3,4,4,4,4,4,3,4,4,1,3.61062971052922,4,3,4,3,3,3,2,4,1,2,4,1,4,3,1,2,1,3,1,1,3,1,1,1,1,4,4,4,4,4,5,4,4,4,1.75262212777485,4.38863526488193,5.91427515720989,5.84548351021683,4.70575487969974,5.25737700249784,7,3.79365942696802,4,1,1,5,6,4,6,6,6,5,5,5,4,5,5,5,4,4,4,2,2,3,1,4,4,4,2,6,2,7,2,4,2,6,2,6,4,1,4,1,1,"3",NA,"3","3",NA,NA,"3","3","3",NA,NA,"3",NA
4,5,4,5,5,4,5,5,4,5,5,5,5,4,3,5,5,4,1,4,4,4,4,5,2,3,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,2,5,4,5,4,2,4,5,1,1,1,4,4,6,5,6,5,3,6,6,6,6,6,6,6,6,6,1.23583225439344,3,1,1,2,1,4,1,1,1,1,1,6,5,5,5,5,4,5,5,4,4,4,4,2,2,2,3,6,5,5,5,3,5,2,3,5,2,3,2,3,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
3,4,5,4,4,5,4,5,3,3,4,5,5,4,3,4,4,3,3,5,4,1,5,3,1,4,2,5,3,3,4,4,1,1,4,4,2,4,5,5,1,5,5,1,5,3,1,1,1,4,4,4,7,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,4,6,7,6,7,1,4,4,4,4,7,5,1,7,1,1,3,4,3,4,1,2,4,7,1,2,2,7,5,5,5,7,6,1,3,3,4,4,NA,"2","3","3","1","3","3","3","3",NA,NA,"3","3"
3,4,4,4,4,5,3,5,4,4,3,5,4,4,4,4,5,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,2,2,3,4,4,4,4,3,3,4,3,4,3,3,4,4,5,3,3,4,6,5,5,4,3,1,1,3,3,4,3,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,3,3,2,2,3,4,4,5,3,5,4,5,3,5,3,2,3,2,2,"3","2","3","3",NA,"2","3","3","1","2","2","3",NA
5,5,5,5,5,5,3,5,2,5,5,5,5,4,5,3,4,4,5,4,5,5,5,5,5,4,1.77506597798476,5,5,4,4,5,5,3,4,2,4,3,5,5,4,1,4,1,4,3,3,4,1,2,2,2,1,1,1,1,5,7,1,1,1,4,1,1,1,5,1,7,5.29776041573823,5,1,1,3,1,5,4,5,1,3,5,5,5,5,5,5,4,4,5,3,4,4,3,2,3,3,3,1,2,7,4,5,3,7,2,5,2,1,4,2,1,"3","3","3","3","3","3","3","3","3",NA,"3","3","3"
4,4,4,4,4,4,1,3,3,2,3,5,3,2,4,1,3,3,3,3,4,4,4,4,4,3,3,3,4,3,2,4,4,4,5,4,3,5,4,4,4,1,4,1,4,1,3,3,5,3,3,3,1,1,1,1,4,5,1,1,1,6,1,1,6,6,6,6,6.99305754250119,1,1,1,4,4,5,1,5,1,5,4,1,4,4,1,1,4,1,4,3,3,3,3,2,2,2,4,1,4,3,4,4,4,5,5,5,3,1,3,2,2,"3",NA,"3","3","2","3","3","3",NA,NA,NA,"3","3"
3,5,5,5,4,5,5,5,3,4,5,5,5,5,4,3,5,5,5,3,5,4,5,3,3,4,3,5,3,5,4,4,4,4,4,3,4,4,4,3,4,2,5,2,5,3,2,4,3,1,1,1,5,4,4,3,4,6,4,4,4,5.45085314257296,5.40781489631912,5.78695367234095,2.96193519856957,3.24014439716448,2.82940208080288,7,3,6,1,1,1,1,4,2,4,2,1,4,6,5,6,5,6,4,5,6,4,4,4,4,2,2,2,4,2,5,6,5,5,6,2,4,3,3,3,3,2,2,"1","3","3","3","3","3","3","3","2","3","3","3","1"
2,3,2,4,2,5,4,3,2,1,2,2,2,3,4,1,3,4,3,4,5,4,4,3,2,2,4,4,4,4,1,4,2,2,3,2,4,4,4,3,3,1,1,2,2,2,1,3,4,3,3,3,1,1,1,4,1,1,1,1,1,5.54817026015528,4.2885301236051,8.20547552494374,-3.44119821802278,2.27883406441668,3.11293220606452,5.53367152685143,1.34375494083095,1,1,1,6,4,5,5,2,5,4,3,3,3,5,5,4,3,3,3,2,4,3,4,4,4,4,6,3,3,5,7,1,6,5,3,4,3,2,3,2,2,"3",NA,"3","3",NA,"3","3","3",NA,"3","3","3",NA
5,5,4,5,4,5,3,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,2,4,3,4,4,4,5,4,4,5,3,3,3,4,3,4,4,4,1,4,2,4,1,1,3,2,1,1,1,1,1,5,5,3,5,2,1,1,-0.629534498729472,4.11948864232555,0.137107824976279,2.65559938205645,5.52086916544585,5.72509895447349,7,6.15001762657929,0.724723549986321,1,1,4,2,3,3,7,3,6,3,6,6,6,6,7,7,4,7,3,3,2,3,3,3,2,2,3,4,4,2,6,5,3,5,5,4,1,2,1,2,"3","3","3","3","3","3","3","3","1","2","3","3","1"
4,5,4,5,5,4,5,5,4,5,4,5,5,4,4,4,4,4,4,2,5,5,3,4,5,2,4,5,4,5,2,5,2,4,5,2,3,4,2,4,2,2,4,3,4,1,4,4,4,3,3,2,1,2,3,3,5,5,4,2,5,5,4,5,4,5,4,6,1,1,1,1,3,1,5,3,5,3,3,3,3,5,5,5,7,5,4,5,4,4,4,3,4,2,4,3,5,3,6,3,5,5,5,3,3,3,2,3,2,2,"3","3",NA,"3","3","3","3","3","2","2","3","3","3"
