"SCQ_1","SCQ_2i","SCQ_3","SCQ_4","SCQ_5","SCQ_6","SCQ_7","SCQ_8","SCQ_9","SCQ_10","SCQ_11","SCQ_12","SCQ_13","SCQ_14","SCQ_15","SCQ_16","SCQ_17","SCQ_18","SCQ_19i","SCQ_20","SCQ_21","SCQ_22i","SCQ_23","SCQ_24","SCQ_25","SCQ_26","SCQ_27","SCQ_28","SCQ_29","SCQ_30","SCQ_31","SCQ_32","SCQ_33","SCQ_34","SCQ_35","SCQ_36","SCQ_37i","SCQ_38","SCQ_39","SCQ_40","SCQ_41i","SCQ_42","SCQ_43","SCQ_44","SCQ_45","SCQ_46","SCQ_47","SCQ_48","SCQ_49","GHA1","GHA2","GHA3","PEB_M1_1","PEB_M1_2","PEB_M1_3","PEB_M1_4","PEB_M1_5","PEB_M1_6","PEB_M1_7","PEB_M1_8","PEB_M1_9","PEB_M2_1","PEB_M2_2","PEB_M2_3","PEB_M2_4","PEB_M2_5","PEB_M2_6","PEB_M3_1","PEB_M3_2","PEB_M3_3","PEB_M4_1","PEB_M4_2","SOD_1","SOD_2","SOD_3","SOD_4","SOD_5","SOD_6","SOD_7","SOD_8","SOD_9","SOD_10","SOD_11","SOD_12","SOD_13","SOD_14","SOD_15","SOD_16","IRI_1","IRI_2","IRI_3","IRI_4","IRI_5","IRI_6","IRI_7","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10","GCS_1","GCS_2","GCS_3","GCS_4","GCS_5","Impact_knowledge_1","Impact_knowledge_2","Impact_knowledge_3","Impact_knowledge_4","Impact_knowledge_5","Impact_knowledge_6","Impact_knowledge_7","Impact_knowledge_8","Impact_knowledge_9","Impact_knowledge_10","Impact_knowledge_11","Impact_knowledge_12","Impact_knowledge_13"
5,1,4,5,4,5,4,5,4,5,5,5,3,5,4,4,4,5,5,4,5,4,4,5,5,3,4,4,5,4,3,3,3,4,4,3,4,4,4,4,3,5,4,3,4,3,3,3,2,2,2,2,5,1,4,3,5,2,4,4,4,2,3,7,2,4,5,2,6,4,1,1,3,4,6,4,4,5,4,4,6,5,7,5,6,5,5,5,4,4,5,5,2,1,1,3,2,3,7,4,6,7,4,2,5,1,4,1,3,3,"3","3","3","3","3","3","3","3",NA,NA,"3","3","1"
3,4,3,4,4,4,4,3,4,3,5,4,5,4,5,3,3,4,3,2,4,4,4,2,2,1,4,2,2,4,2,2,2,5,2,3,2,4,3,4,2,0.964628817526084,4,2,4,2,5,3,2,4,4,4,1,1,4,5,2,7,1,1,4,1,1,1,1,6,1,7,4.72759924942003,-2.0694507638118,1,1,5,5,2,5,4,4,4,5,2,3,3,2,3,3,2,5,2,2,2,2,3,4,3,2,3,3,6,3,4,3,6,2,6,4,1,4,1,1,"2",NA,"3",NA,NA,"2","3","3","1","2","2","3",NA
3,4,4,5,5,5,5,3,5,4,4,4,4,5,5,5,4,5,4,3,3,2,5,4,4,4,4,5,4,5,4,3,2,3,3,3,3,5,4,5,4,1,3,1,5,2,3,2,3,2,2,2,1,1,3,1,1,1,1,1,1,2.44930323873228,3.61071174720054,3.72822975158481,1.00685202277621,1.90938932607353,3.48211032408484,7,7,5,1,1,4,4,5,4,5,4,4,4,4,5,6,5,4,4,4,5,3,3,3,2,3,3,3,2,2,6,5,6,4,4,4,5,3,3,2,3,2,3,"3",NA,NA,"3","3",NA,"3","3","3",NA,NA,NA,"3"
4,1,5,4,5,4,2,5,3,4,5,4,3,5,5,5,4,5,4,5,4,3,5,5,4,4,4,4,4,5,5,4,5,3,4,3,4,5,5,5,4,2,3,3,4,2,4,3,2,2,1.68419210232822,1.80104287622762,4,5,4,5,5,6,3,1,5,5,4,1,7,7,7,7,7.96348043735481,4,1,1,2,3,4,5,6,5,5,4,5,5,5,4,4,4,5,5,2,2,3,2,4,3,4,1,2,3,5,4,6,5,6,4,7,4,1,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","3"
4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,5,4,3,3,4,4,3,4,3,2,3,4,3,3,4,4,4,4,4,7,7,4,4,7,9.15457609786281,6.24002390026002,2.10660456503522,3,7.53313193891729,4,6.47191118833499,7.38109662534625,4,1,1,5,3,5,4,3,3,2,4,3,5,5,4,4,4,3,5,3,4,3,3,2,2,2,3,2,4,3,4,5,4,3,5,4,3,2,3,2,2,"3","2","3","3","3","2","3","3","1","2","3","3","1"
4,5,5,5,4,5,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,5,4,4,4,5,4,4,4,4,3,3,3,5,5,4,3,3,3,3,4,4,4,1,3,5,2,1,3,1,1,3,3,2,5,3,4,2,-1.11300258073162,5.88545483534235,1.94952211125071,8.05130122062444,7.29330841328712,9.82797943304407,2,-1.23738341706149,3,1,1,2,5,3,4,5,3,5,4,5,5,6,5,5,5,7,5,3,3,4,4,2,2,2,4,5,6,2,4,4,5,4,5,3,3,1,1,2,2,"2","3","2","2","2","3","2","3","2","2","3","3","2"
5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,5,5,5,3,4,2,4,5,3,3,5,5,4,4,2,4,4,4,3,3,3,4,2,2,2,4,1,4,6,6,6,4,4,4,7,4,4,4,6,4,5,1,4,1,1,3,2,3,3,5,2,4,4,5,5,5,6,5,6,5,6,4,4,4,4,2,2,2,4,4,4,4,5,4,5,4,5,4,2,3,2,2,3,"1","1","1","1","1","1","1","2","1","2","1","1","2"
4,5,5,3,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,3,4,3,5,4,3,2,4,5,5,5,4,4,2,3,4,4,4,5,5,5,3,1,5,1,5,2,1,3,4,1,1,1,1,1,5,1,4,5,1,1,6,6,1,1,1,7,1,7,3.87192447962809,5,1,1,5,1,6,1,4,4,3,2,7,7,5,4,6,6,5,7,4,5,5,3,2,1,2,4,4,2,5,7,4,4,4,6,2,2,3,2,3,2,"3","3","3","3","3","2","3","3",NA,"2","3","3","1"
3,5,5,4,4.74811365114377,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,2,3,4,3,3,2,3,4,3,3,1,1,3,3,5,1,2,2,1,3,1,1,1,1,2,3,3,3,1,4,5,0.977824082012651,-0.0291444383285391,-1.74677233522855,2.07394492634643,5.25910828291591,6.3427946295895,6.84579871312549,5,5,1,1,4,2,3,4,1,4,1,4,5,4,6,5,4,4,2,7,3,5,3,3,2,2,1,1,4,1,6,2,6,5,6,2,6,4,1,3,1,2,"3",NA,"3","3","3","3","3","3","1","3","3","3",NA
4,5,5,4,4,4,4,5,3.45378945333079,4,5,5,4,4,5,4,4,4,5,4,5,4,5,5,4,4,4,5,5,5,4,4,4,3,4,2,4,4,4,4,3,1,4,3,4,2,1,5,2,2,1,2,1,4,3,5,4,6,5,1,4,5.9191349100913,2.07926684035561,1.88999562371798,3.98820820392558,6.62398482561118,4.26660994340048,7,-0.804564329456697,3,1,1,2,2,3,1,4,2,2,4,6,6,6,6,6,4,6,6,4,5,4,4,2,2,2,2,4,5,6,6,6,6,5,4,5,2,3,2,3,3,"3","3","3","3",NA,"3","3","3",NA,NA,"3","3","1"
5,5,5,5,5,4,3,5,4,4,5,5,5,5,5,5,5,5,3,5,4,3,4,5,3,3,4,5,3,5,3,5,5,3,5,1,3,5,5,5,4,1,4,1,5,2,3,5,4,3,1,2,1,1,1,7,4,1,1,1,7,3.20858673799244,8.12261492853178,1.54662321992378,12.3029370972202,10.3723037539277,7.13931143898041,7,1,1,1,1,5,4,6,3,5,4,6,5,6,6,6,6,6,6,6,6,4,4,4,4,2,2,3,1,7,1,7,3,5,7,6,2,7,4,1,4,1,2,"3","2","3","3","2","3","3","3","2","2","3","3","1"
4,5,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,3,5,4,4,4,5,4,4,5,4,5,3,3,3,3,3,2,3,5,2,3,2,1,2,1,4,1,1,1,4,2,2,2,1,1,2,1,2,5,5,1,1,1,5,5,1,4,2,7,4,6,1,1,5,4,5,5,4,4,4,4,5,5,5,4,5,4,7,4,1,2,3,1,4,3,4,1,2,2,6,5,7,4,6,2,6,4,1,4,1,1,"3",NA,"3","3","3","3","3","3","1","3","3","3","1"
4,4,4,4,3,3,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,2,2,3,4,4,4,3,5,4,3,2,2,4,2,2,3,4,2,3,2,3,2,3,3,3,3,3,4,2,2,3,2,5,2,2,4,4,4.6718691491301,3.96812635303134,3.15171702855513,2,5.56705600156277,2,10.3762365317182,2.23864098651646,2,1,1,3,2,3,2,4,2,2,2,4,4,6,3,4,4,4,5,3,3,2,3,3,3,3,2,3,2,6,4,6,5,5,5,4,4,2,3,2,2,"3","2","3","3","2","3","3","3","1","2","2","3","1"
2,3,4,4,4,4,3,4,3,3,4,3,3,3.32864930486395,4,3,4,4,3,4,4,2,2,4,4,2,3,4,3,4,2,2,2,2,3,3,4,2,2,3,2,1,3,3,4,4,2,2,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7.43229162721342,5.3445295115867,1,1,1,4,5,4,5,2,5,5,5,4,4,6,4,4,3,3,4,3,5,3,4,4,2,1,3,4,4,5,3,4,6,6,4,3,2,3,2,3,3,"3","2","3","2","3","2","2","2","1","2","2","2","2"
5,3,4,5,5,4,5,5,4,5,5,4,5,4,4,5,3,4,4,4,5,3,4,4,4,4,3,5,5,5,5,5,4,4,3,3,4,4,4,4,4,2,5,5,5,2,2,4,3,3,2,2,2,2,4,4,5,5,1,1,5,3,4,2,2,7,5,7,4.86302679274246,7,1,1,4,1,5,4,4,4,2,4,7,3,3,4,3,3,2,4,4,4,3,2,2,2,2,2,2,4,2,3,2,3,2,5,6,4,2,3,2,2,"3","3","3","3","3","3","3","3","3",NA,"3","3","1"
4,4,5,4,4,4,4,4,4.72193011151571,5,4,5,4,5,4,3,4,4,3,3,4,4,4,4,3,3,4,5,4,5,4,3,2,4,4,2,4,5,5,4,4,1,4,4,4,4,5,4,3,2,2,2,1,5,5,2,4,2,1,1,1,1.35586683944788,1,1,1,4,4,6,5,5,1,1,3,1,1,2,4,2,3,3,4,6,6,5,6,4,4,6,4,4,4,3,2,2,2,2,3,3,6,5,4,5,2,2,2,3,2,2,2,2,"3","3","3","3","2","3","3","3","1","3","3","3","1"
3,3,3,3,4,4,3,4,3,3,3,4,4,3,4,3,3,2,3,4,4,4,4,3,4,3,2,4,3,4,2,3,4,4,3,3,2,4,2,4,2,3,4,2,4,2,2,4,2,3,2,4,1,1,1,3,5,1,1,1,2,1.62352150060025,3.55940164845184,-0.913616211389104,4.4999001692635,6.67905882617522,3.12658869651432,1,5.99722400386728,3,1,1,3,5,5,4,3,4,4,4,3,4,4,4,5,4,3,5,3,3,3,3,4,4,2,4,3,5,4,5,5,5,3,5,4,2,2,2,2,3,"3","3","3","3","3","3","3","3","1","2","3","3","3"
5,5,4,4,4,4,4,4,4,3,5,3,3,4,4,3,5,3,4,4,5,5,4,5,2,4,3,4,4,5,3,4,4,3,3,2,3,5,4,4,3,1,3,2,4,1,2,3,1,2,2,3,1,1,2,5,5,4,1,1,1,1,1,1,2,5,4,7,7,7,1,1,4,2,2,3,3,4,2,4,6,7,6,6,7,3,5,6,3,4,4,4,2,2,2,1,2,2,6,2,6,6,5,4,6,4,1,3,2,2,"3","3","3","3","3","3","3","3",NA,"3","3","3","3"
4,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,5,4,5,3,4,5,4,5,4,5,4,4,4,4,4,4,4,4,2,1,4,2,5,1,4,3,5,1,1,1,1,1,1,5,1,5,7,1,6,1,1,1,1,5,5,6,6,1,1,1,5,6,4,6,3,4,2,2,6,5,5,5,6,4,6,6,2,4,4,4,2,2,2,4,2,2,5,3,6,6,5,5,5,3,3,2,2,2,"3","3","3","3","3","3","3","3","2","3","3","3","1"
4,4,5,4,5,3,3,3,4,5,4,4,3,4,5,3,3,4,5,5,4,4,4,5,4,3,3,5,5,5,3,4,5,4,5,3,4,5,5,4,3,1,4,3,5,2,3,3,4,2,1,1,4,2,1,3,2,6,4,1,4,2.60135464158174,1.20482168300751,2.93468672510783,4.86290178547207,5.6018492418401,5.44781708543772,5,9.8387045576642,4,1,1,4,6,5,5,6,3,3,5,6,6,6,4,7,4,4,6,4,4,3,2,3,2,3,2,1,3,2,2,7,5,1,5,7,4,2,4,2,3,"3",NA,"3","3","3","2","3","3",NA,"3","3","3","3"
4,4,4,4,4,4,2,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,2,4,2,2,4,4,4,2,4,4,4,3,4,4,4,4,4,4,3,4,4,5,2,4,2,2,4,3,3,2,1,5,5,5,6,1,1,5,6,1,1,1,6,5,6,-4.59149673192376,3,1,1,3,3,5,3,3,2,3,3,2,3,5,3,5,3,3,5,4,4,4,4,2,2,2,5,2,3,2,5,5,3,2,5,3,2,3,2,2,4,"3","2","3","3","3","2","3","3","1","2","2","3","1"
4,4,5,4,4,4,4,5,5,4,4,5,4,4,5,4,4,4,5,4,5,3,4,4,5,4,5,4,5,4,4,4,4,4,4,3,4,3,4,4,3,1,4,3,4,2,3,4,3,1,1,1,5,1,6,4,4,3,6,7,5,5,5,3,3,6,5,7,6,3,7,7,2,5,2,5,6,2,4,5,6,6,6,5,7,6,7,7,4,4,4,4,1,2,2,3,2,5,5,6,6,6,5,6,6,3,2,3,2,3,"3","3","3","3","3","3","3","3","3","3","3","3","3"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,4,3,4,5,5,5,3,5,3,2,2,3,3,3,4,4,4,1,4,1,4,3,1,3,1,3,4,4,1,1,3,5,2,2,3,1,1,1.62894351981802,3.27048099590885,2.83782986813682,1.68124104257982,6.22543041548042,1.03680196646123,7.00590913973681,2.540644885207,6,1,1,4,1,5,5,4,4,2,5,4,5,6,6,5,4,4,5,2,3,3,3,1,1,2,4,2,5,5,5,4,2,4,4,5,4,1,4,1,1,"3",NA,"3","3",NA,"3","3","3","1","3","3","3","1"
4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,4,3,2,3,4,3,3,3,6,5,3,2,4,4,6,6,5,5,2,4,2,6,3,4,1,3,7,7,4,4,5,4,4,4,4,4,3,3,3,4,3,4,3,5,3,3,2,3,4,3,4,4,4,5,5,5,3,4,3,3,5,3,3,3,2,2,"3","3","3","3","3","3","3","3","1","2","1","3","1"
5,4,4,5,4,5,4,4,4,5,5,5,4,3,5,5,4,5,5,4,5,4,5,5,5,4,3,5,4,5,4,3,4,3,4,4,4,4,4,5,3,1,5,3,4,3,3,3,4,3,3,3,1,1,5,4,5,5,1,1,1,7,1,1,1,5,5,10.6193777338186,0.726750262321171,4,1,1,1,1,1,1,4,1,2,1,6,7,7,6,6,4,7,7,3,4,4,3,2,2,2,1,6,2,7,6,6,4,7,2,6,4,1,3,1,1,"3","3","3","3","3","3","3","3","3","3","3","3","3"
4,2,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,2,4,4,2,4,4,4,4,3,5,5,4,4,4,2,4,4,3,3,3,5,2,2,3,4,3,4,4,3,4,5,2,2,2,2,2,2,2,3,1,1,1,3,2,2,2,2,3,2,7,2,2,1,1,5,1,4,4,5,5,4,5,5,7,5,3,5,4,5,4,3,2,3,2,3,2,3,4,3,5,2,4,3,3,3,2,6,3,2,3,2,2,"3","3","3","3","3","3","3","3","3",NA,"3","3","3"
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,5,4,5,4,5,4,3,5,5,5,3,4,1,4,4,3,2,4,5,5,3,1,4,3,5,1,4,4,4,3,2,2,1,1,5,3,5,1,1,1,1,7,1,1,1,5,1,7,1.54164108324055,7,1,1,4,2,4,3,6,3,4,4,5,5,6,6,6,5,6,5,4,4,4,3,2,2,2,1,2,5,7,5,7,5,4,5,6,4,2,4,1,1,NA,NA,"3","3",NA,NA,"3","3",NA,NA,NA,"3","3"
3,4,4,4,4,5,3,3,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,3,4,4,4,5,3,4,2,4,4,3,4,5,4,4,2,1.6158026546531,4,2,4,2,3,4,2,3,3,3,1,1,1,5,5,5,1,1,3,4,1,1,1,7,1,3,10.7031774582229,-0.362467848816113,1,1,4,4,3,4,6,3,4,4,5,5,5,5,6,6,6,5,4,5,3,4,3,3,3,2,2,3,5,6,5,6,4,3,5,2,2,2,3,3,"3","3","3","3","2","3","3","3","1","2","3","3","2"
4,4,4,5,4,5,3,4,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,2,3,2,4,5,4,4,2,4,3,3,4,3,3,5,2,5,4,5,3,2,5,2,1,5,3,2,2,2,1,1,1,4,6,1,1,1,1,7,7,1,2,7,4,6,5,1,1,1,3,3,3,4,5,3,4,4,4,4,6,5,6,6,6,5,4,4,5,4,2,2,2,5,4,3,7,3,4,5,5,2,5,4,1,4,3,3,"3",NA,"3","3","3","3","3","3",NA,NA,"3","3",NA
4,5,4,5,4,4,3,4,4,4,3,4,4,4,3,3,4,5,4,3,5,4,4,4,3,3,4,4,4,4,4,3,4,3,4,3,2,2,2,4,1,1,3,2,4,1,5,3,3,1,1,2,4,1,3,4,2,4,1,7,4,2.04954752273534,2.53097700585713,1.61854161352574,1.1626006624163,3.27784544760207,4.67252593722065,9.98377734258376,5.14172904184116,1,1,1,3,2,4,3,3,4,1,4,5,5,5,5,5,4,5,5,3,4,3,2,2,2,2,1,3,1,7,2,3,3,7,1,6,4,1,4,1,2,"3",NA,"3","3",NA,NA,"3","3",NA,NA,"3","3","1"
5,5,5,5,5,4,5,5,3,5,5,5,4,5,5,3,5,4,5,5,5,5,5,3,4,3,5,5,5,5,4,4,5,3,5,3,4,5,3,4,3,1,3,1,5,1,4,4,3,1,1,1,1,1,1,1,1,6,7,1,1,0.778901902427313,5.52719124415032,2.86741164037719,6.98365960994279,1.639721230084,11.7520158371228,8.67669862776864,8.58231172211987,7,1,1,1,1,3,1,5,4,1,1,7,7,7,5,7,7,7,7,5,5,5,5,1,1,1,6,5,6,7,7,2,6,4,2,3,4,1,4,1,4,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,1,4,4,4,4,4,4,4,5,3,4,5,3,4,4,4,3,2,4,3,1,4,4,5,4,5,3,4,5,4,4,4,5,5,4,3,5,5,4,2,4,3,4,4,5,3,4,4,3,3,3,5,5,5,5,4,6,4,5,6,6,6,6,7,6,5,7,6,6,1,7,6,6,5,5,6,5,6,5,6,6,5,7,5,6,6,7,4,5,4,4,5,5,4,5,6,6,5,6,7,6,5,6,6,4,3,3,4,3,"2","3","3","2","2","2","3","2","2","2","3","3","3"
4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,5,3,4,3,4,5,4,5,3,4,2,4,5,2,4,5,5,4,4,1,5,3,5,2,1,3,5,1,1,2,5,1,1,1,1,6,1,1,6,4.09841387653077,1.52634166424916,1.1670305015119,1.87115218740417,1.88881476317914,6.20520960159131,7,0.886167603786871,6,1,1,1,1,3,2,1,1,1,1,5,4,7,5,4,3,2,6,4,4,4,3,1,1,1,3,3,6,5,5,6,5,2,5,4,2,3,2,2,3,"3",NA,"3","3","3","3","3","3","1","2","2","3",NA
2,4,4,4,4,4,3,4,3,1,2,2,3,4,4,4,3,4,5,4,4,3,4,4,5,3,3,2,3,3,3,4,2,3,4,3,3,4,4,3,2,1,3,2,1,1,3,4,2,1,1,1,2,2,3,4,2,5,3,1,5,5,1,5,1,4,2,2,5,5,1,1,3,5,2,5,5,3,6,5,5,3,4,4,4,5,6,4,2,2,2,2,4,4,3,2,4,3,5,4,5,3,5,3,6,3,2,3,2,2,"3","3","3","3","3","3","3","3","3","3","3","3","3"
3,5,5,5,4,4,4,5,3,4,4,4,3,5,4,5,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,3,2,5,5,4,3,2,4,4,4,4,4,3,4,2,2,2,2,2,3,2,5,5,2,1,3,2.62113279233429,-2.62673454230863,0.35950583123429,4.07718509485267,5.18645553314717,4.97287237069623,1,1,2,1,1,2,3,3,3,3,4,2,3,2,4,5,4,4,2,2,4,4,4,4,2,4,3,3,2,5,2,5,5,6,3,3,5,5,3,2,2,3,3,"3","2","3","3","2","3","3","3","3","2","2","2","2"
4,5,5,4,3,4,3,3,3,3,3,5,3,3,3,3,3,3,4,4,5,5,4,5,5,3,3,5,4,4,3,5,3,3,4,2,4,4,3,3,2,1,3,1,3,1,2,3,4,2,2,1,1,1,4,1,1,6,1,1,1,3.31431879406308,0.240530540729022,3.74153183513704,3.00273066174566,4.12324078211086,3.54334439476708,5.40465402318638,-6.33265866007589,5,1,1,4,1,5,1,6,4,5,5,3,3,4,4,4,4,4,7,4,4,3,3,2,2,2,3,4,3,5,3,5,5,5,4,4,4,1,3,1,1,"3",NA,"3","3",NA,"3","3","3","1",NA,"3","3","1"
4,4,5,3,4,2,5,5,4,4,5,2,4,5,4,4,5,4,4,5,5,4,5,4,5,3,4,2,4,5,2,3,2,2,3,2,4,3,2,4,3,1.04021657395194,3,3,4,2,3,5,4,3,3,3,2,2,2,2,1,5,2,4,2,2,2,2,4,1,6,6,4,4,7,1,5,3,6,4,2,3,5,5,5,3,4,5,6,2,3,5,3,4,4,2,4,2,2,6,3,3,5,6,3,5,5,5,2,3,2,2,2,3,"3","3","3","3","3","2","3","3","3","3","3","3","1"
3,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,2,2,3,3,4,3,4,4,4,3,2,2,2,2,2,3,3,3,3,3,2,6,5,5,5,6,6,2.56946998248727,-2.37145991416719,3,1,1,3,2,4,3,5,3,5,5,6,5,6,4,5,4,5,5,4,4,4,3,2,3,2,3,3,3,5,4,5,3,5,3,5,2,2,2,2,2,"3",NA,"3",NA,"3","3","2",NA,"3",NA,"2",NA,"3"
4,5,4,5,5,4,3,3,3,3,4,5,4,4,5,3,1,4,5,4,5,5,4,5,3,2,4,4,4,3,5,4,4,3,5,1,5,5,5,3,5,1,3,2,5,1,3,2,4,1,1,1,4,7,5,1,1,2,4,4,4,1,4,1,1,7,5,7,7,7,1,1,5,3,7,6,4,6,5,5,4,6,6,5,4,3,4,7,4,4,4,4,2,2,2,2,1,5,6,4,5,6,5,5,5,4,1,4,1,1,"3",NA,"3","3","3","3","3","3","1","3",NA,"3","2"
3,4,4,3,4,4,3,4,3,3,3,4,3,4,4,3,4,4,4,4,5,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,2,4,4,4,3,3,3,3,3,3,4,4,2,3,2,3,3,1,5,3,3,3,3,1,3,4,3,3,2,4,2,5,5,2,1,1,5,5,5,5,3,4,4,4,5,4,5,4,5,5,4,3,3,4,4,3,2,2,3,3,5,3,4,5,5,4,5,3,3,3,2,3,2,3,"3","2","3","3","3","3","3","3","2","2","2","3","3"
4,4,4,4,5,3,4,4,4,4,2,5,3,3,4,4,4,3,4,4,5,4,4,4,4,4,3,3,5,4,3,4,4,5,4,3,2,4,4,2,3,3,4,3,4,3,4,3,3,1,1,1,1,1,3,4,3,6,3,1,5,3,4,4,2,6,5,5,1,3,1,1,5,4,4,4,4,5,4,3,5,4,5,5,5,4,4,3,3,4,4,4,3,3,2,3,4,3,5,5,4,6,5,5,4,3,2,3,3,3,"3","2","3","3",NA,"3","3","3",NA,NA,"3","3","1"
3,5,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,3,5,4,5,4,4,4,4,4,4,4,5,3,3,4,1,2,4,2,3,5,4,4,3,1,4,1,4,1,4,3,2,1,2,1,1,1,5,2,1,4,1,1,1,5,1,1,1,7,1,5.42888837258171,7.43670744267054,2,1,1,3,4,5,4,5,3,5,6,5,5,5,6,6,5,5,6,4,4,3,4,2,2,2,3,1,2,6,2,6,6,6,2,5,4,2,4,2,2,"3","2","3","3",NA,"3","3","3","2","2","2","3",NA
3,5,3,3,4,4,2,5,5,3,5,2,5,3,4,4,5,5,4,4,5,3,4,3,4,2,5,4,2,5,2,3,1,2,2,4,3,3,3,5,1,1.25331406746697,4,2,3,3,3,3,3,1,1,1,4,4,2,2,2,2,3,4,1,2,4,2,2,5,2,4.92424825069295,7.95340358505894,6,1,1,3,3,3,3,6,3,2,4,7,5,7,5,7,4,5,7,4,5,4,4,2,1,1,3,2,3,5,5,3,5,6,5,5,4,4,2,3,4,"2","2","3","3","2","2","3","3","1","2",NA,"3","2"
4,2,4,4,3,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,2,4,2,4,4,4,4,4,3,4,4,2,3,1,1,5,2,2,2,5,1,1,2,3,2,2,5,2,5,2,5,1,7,4,4,5,4,5,4,3,5,6,5,5,5,6,5,4,5,4,4,2,4,2,2,2,5,3,5,3,2,5,5,5,3,5,2,3,2,2,3,"3","3","3","3","3","3","3","3","1","3","3","3","1"
4,4,4,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,4,1,4,4,1,1,1,1,2,1,1,2,1,4,4,1,4,1,1,4,2,2,2,-0.496300514270271,1,-0.0852915896082749,1,1,2,2,4,3,3,3,1,1,1,1,2,1,1,1,1,1,1,5,1,5,1,3.48116155356931,1.67545529223469,1,1,1,7,7,7,7,7,2,6,7,1,7,1,6,1,1,1,4,2,3,2,1,5,4,5,2,6,1,3,6,3,2,6,2,7,4,1,4,1,1,"3","2","3","3","3","2","3","3","1","2","2","3","1"
3,4,2,3.60654302716776,4,3.70972194138412,1.63558443563117,3,4.82079268214052,4,3,2,4,4.28733526616225,4,4,3,4,5,5,4,4,4,2,5,2,3.77749339576507,4,4,5,3,4,2,3,4,3,3,4,3,3,3,1,2,2,3,3,4,2.46514146789332,3,3,2,4,1,1,4,2,1,1,1,1,1,1,7,1,1,6,1,6.71845459169567,0.886299125573667,7,1,1,2,2,4,2,5,2,3,4,1,2,6,4,6,1,5,7,3,3,4,2,4,2,4,2,5,2,3,5,4,4,6,2,5,4,1,4,1,1,"3","2","3","3","3","3","3","3","3","3","3","3","1"
3,1,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,3,5,3,2,3,2,4,5,4,4,3,1,3,3,5,3,2,3,3,1,1,2,5,1,5,5,6,7,3,4,4,5,3,3,2,5,3,7,0.105430096396974,5,1,1,3,2,5,2,5,3,1,2,6,5,5,5,4,5,4,6,4,4,3,4,1,2,1,3,2,5,1,5,5,5,2,6,3,3,1,3,2,2,"3","3","3","3","3","3","3","3","1","3","3","3","1"
3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,3,3,4,4,4,4,3,3,4,4,4,1,2,4,3,5,3,1,4,1,4,2,1,2,2,4,4,4,1,1,1,4,4,3,1,1,1,-1.64611459727151,3.68822984557491,1.86506281591983,-0.290427903680934,7.23225833622886,3.86616078868111,7,0.0619423642413799,3,1,1,4,2,4,4,6,4,4,4,6,6,6,4,6,4,5,6,4,4,4,4,2,2,2,1,2,5,5,1,7,5,4,5,7,4,1,3,2,3,NA,NA,"3","3","3","3","3","3",NA,"3","3","3","3"
